text,label
 eww  What r u doing atm?,neutral
i am braid free  i miss thee ... BLOND HERE I COME!!,neutral
I didn`t bring my pokemon with me I forgot them at home,neutral
Disneyland was a blast yesterday now back to work,positive
At my cousins wake,neutral
Is off today and gonna go shopping!! T-minus 22 days til CUUUBA!!,neutral
 That sounds like a good compromise.,positive
" thanks  and ill cross my fingers for you, that the rain will stop",positive
 awwwwweeee nick,neutral
"OMG, it`s JULY`S LAST DAY!",neutral
with thee ladies getting retarded,negative
" Ooooh, that`s very pretty Jen! I`m sure she`ll love it!",positive
damm i feel like the song of dead and gone by Travis Garland,negative
ok but need to improve,neutral
 There!,neutral
" No, it`s annoying and makes us girls that follow sports and are knowledgable look dumb",negative
 amazing tonight glad I could share it with you baby. You are my sunshine,positive
Exactly 2 weeks left in Sigma,neutral
"I actually really love this app. I used it to create some serious personal progress. I purchased the full app but when I bought a new phone, it wouldn't let me sign out of my old device and into my new device. I emailed support about it...crickets. Never heard from them. If they can put together a decent support team I would give the app a 5 for sure.",neutral
I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!,neutral
"This App is Excellent! My Therapist suggested I started planning my days in advance to get a better handle on my sporadic attention management skills. (I have ADHD 🤓) I have been using it since Friday and am very pleased. I am a huge fan of RPGs and this has helped me keep focused and on task. It's like I'm leveling up to go Adulting! ⚔ If I am still using it by the end of the month effectively, I'm buying the developers some coffee and getting the subscription! Great job dudes!",positive
"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat",negative
Went to see the Star Trek movie last night.  Very satisfying.,positive
Ok.....Twitter is not near as exciting as I thought it would be!,negative
" I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though",neutral
and now its raining,neutral
"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",negative
watching americas next top model yah haha,positive
Very reliable but not great at retaining future appointments over one year. They seem to disappear!,positive
Dam only 5 votes  not gonna win anything now,negative
 not for long goin for some sprints now,neutral
"simple app, widget is bad (left side has a bar that ruins symmetry, also you cant remove the new task button), also, why can I change list color but cant change button color? would also be cool to preview what ""compact/cozy"" and whatnot settings do instead of having to select them one by one, leave settings, and go back in to change them again. all in all, its almost a 5 star app, but the nuissances ruin the experience a bit.",negative
Fab,positive
 !! I miss you too.,negative
 haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.,neutral
 no problemo!!! Family Guy is on there too,positive
goin to bed w/smokey!!!!!,neutral
 Happy Birthday  Hope you enjoyed us singing to you Wednesday <3,positive
"Overall a decent Todo app. It does have some things or desperately needs. 1) why can't I see the event time in the list. I can see the day but not the time. 2) why can't I sort by time? Again, I can sort by date but I can't look at the list and see what's coming next",positive
Pretty much exactly what I was looking for. Simple and easy to use.,positive
Hanging with  for the weekend,neutral
"I love the idea of this app but it seems to have issues syncing. I have the app integrated with my Office 365 account and have it installed on my desktop as well. When I update tasks on my phone app, it doesn't consistantly sync to Office. Same thing for my desktop app. I end up having to adjust each platform separately. NOT SMART AT ALL.",neutral
 congratss to them,positive
boys and girls lie? awww is santa not real either?,neutral
"1) Why are you disabling enter key's next line function? When I click enter key, ""Next line"" does NOT come. So I used other apps to type with new lines by using enter key. 2) Now when I cut and paste the exact contents from another app, even then, it does NOT appear line by line. It appears as a paragraph.",negative
I don't know. It works good and I like that you can add notes to the task that is very helpful. I just kind of would like to have a better weekly view. But all in all it gets the job done.,positive
Functional but not very stable.,neutral
"great photoshoot today with Chris Ryan of Rolling Stone, Keegan Smith & the Fam may be opening for DAVE MATTHEW`s BAND THIS SUMMER!  EEK!",positive
elliott claims steak and shake has been doing this for months...not exciting anymore...,negative
 An elephant? LOL Try painting it from the back,neutral
This is what I am drinking instead of beer: Airport is out of beer.. At least it is carbonated...  http://mypict.me/1Zu9,neutral
just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over,negative
Great app. I suggest having more reminder options,positive
" The best bike for the best guy! I love the Ducati sound. I think itï¿½s unnecessary to ask for a ride, isnï¿½****? Nice vid ...",positive
"_skies You got me singing Falling in Love now. Only, I`m changing the week day to Saturday. Doesn`t quite fit.",negative
" Unfortunately, that`s how it usually goes.  In answer to yesterday...I`m okay. Things may be looking up. Miss talking to you.",negative
On the set of Chuck Bass` New York Palace Hotel. Too bad they weren`t filming today.   http://twitpic.com/67nht,negative
I've been using this app for around 3 or 4 years now. It really helps to keep myself on track. Especially because I'm easily get distracted. The interface is very simple and easy to use.,positive
I have a license and a car..at least for now.,neutral
RAIN!!!!!!!!!!!! AAAAAAAAAAHHHHHHHH! i`m gonna melt. **** it`s cold. freakin cold.  brrrrrr,negative
Quick Add got fixed. Now the sync is broken.,negative
It`s too hot. I hate summer  #harrymcflytosing,negative
"Wishing it was a sunny day, then I might just be bothered to get outta bed! ..up the blues",negative
you can see the coffee table again!! ...so when r u cominging  over 2 insult me into cleaning the rest of the house?,negative
confusing and useless,negative
I love this app. I would really love an option to check off or mark that a task was complete.,neutral
Tree keeps failing for no reason. Please fix,negative
Looking at our photo shoot pics...check out our myspace pics to see them...i love them all...,positive
 lmao I`m glad you guys liked it,positive
 can`t! need to work on overtime project at lunchtime.    Sorry!,negative
 Maya Kibbel DOES NOT have a facebook or myspace page,neutral
 good!  now let`s go get this done..... www.HennesseyBlack.com,positive
"'Hi Im Jonathan from Spotify, 4 just 9.99 a month u cn have unlimited music w/ no interuptions' But I luv r little chats J, dont leave me",positive
Just got done working out....relaxing than off to work,positive
 Thanxx for following me,neutral
"The latest update is poorly designed for users with lots of tasks, completely changes the old interface, with attending bugs, out of the blue. Biggest fan to dead in the water overnight. Shocker.",negative
"Great for setting daily habits, tasks and ads your Google calendar events into the timeline",positive
 yea I was about to call you shallow but you saved yourself by saying he makes good music,positive
real stressed,negative
#BGT That poor kid,negative
 Wish I could be there to enjoy a girls day!!!,positive
Trying to reorganize plans for tonight uggg  Hopefully it will still be lots `o fun!,positive
Trying to get some work done not too happy about work situation,positive
"App doesnt work without internet connection, everything else is great",positive
" no, sir, they did not! i was amazed when i woke up this morning.",neutral
 *hugs*  still feeling poorly are you,negative
_Robert ha that was ages ago!  youre in LA right? the weather is much better there...,positive
"I love all the recent changes you have made - especially the ability to undo things in the history. Could you please add an option to manually reorder tasks? I would like to put mine in the order that I do them throughout the day, and none of your sorting allows that. Thanks! Update: it's been 22 months since you said you'd make drag and drop sorting an option. I see monthly updates but not the one feature that would make this app user friendly. Don't promise what you won't deliver.",negative
"Ben & Jerry`s fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  ",negative
vmware fusion seems getting slower and slower,neutral
" wow, that`s good",positive
Gardening stuff I ordered got returned to sender because it was damage  need to work out how to get to a garden centre.,negative
I like this app. It's very useful.,positive
 See you on may 16!!,neutral
" yeah i know hun, spammers seem to move fast though, already had two in first few minutes of posting.  Block `em",negative
 fell asleep with techno songs on shuffle. Loud.  Its been on for hours. Im too lazy to go turn it off. He has like 800,neutral
 SO DO I!!   My jet is in the repair shop...lol,positive
Chillin at a bbq gettin my drink on,positive
"Assfuck, 'I`m sorry' roll. Okay I gave in.  I`m such a sucker.  http://twitpic.com/677xt",negative
 Oh you do? I have the ability to teleport,neutral
"just woke up still in bed  sundays r the ****, its the do nothing day of the week",neutral
just finished Wander Girl for the nth time-- Hilda Gallares is truly a kindred soul.,positive
_08 hell yeah! i missed u last nite  lol do u like my opinion?,neutral
paid for the pro version but can't keep the changes I make to the settings.,negative
" yep infact she is popular, miss india 99, talented film actress .... and lot more",positive
just dropped my biscuit in my tea,neutral
I really like the app. I'm having an issue though where the widget doesn't populate when a new day starts. I have to delete it and readd it or restart my phone.,positive
"hey there  how are you going? looking forward to weekend, sadly im workin both sat sun",neutral
" good stuff, cant wait for the results",positive
Ooh hayfever has struck..thought I was going to avoid it this year but nooo!  Remedies anyone...?,negative
Such a headache  It`s killen me!,negative
'Up' is all sold out!!,neutral
"Trying to learn how to do this 'twitter' thing... I`ll get there. Welcome to all my followers, though Im not that interesting",neutral
 You are right.  If you ordered a static IP it should have been set up.  I apologize if it was not,neutral
i miss dooooooodddddiiiieeee,negative
"By default tasks are due today and it's not easy to find the option to change this. I wanted to save time, not spend time learning another tool. Uninstalling.",negative
Great app for succeeding with your good habits. The widgets are especially useful since you are constantly reminded if you haven't completed one of your habits. I also like the discussion page but I miss some sort of timestamp to show when the post/comment was posted. Sometimes you reply on a post that has been dead for quite a while without knowing it.,positive
http://twitpic.com/67fue - My formerly pretty car,neutral
_Guy Hello - iï¿½m back  Hope that happens not occasionally as on wednesday,neutral
 I will let you know as soon as I figure it out... sorry about the mix up; i was supposed to get off work an hour ago,negative
Has finally mastered the art to uploading a photo on said Twitter. You can no longer assume I`m a heffer,neutral
just came bak from dancing with my NEEWWWW cd  haha im dancing again,positive
" what is I/O psy? I`m taking psy101 starting this Monday, not looking forward to going back to school but",negative
Today feels like friday. Too bad its not,negative
Wtf why am i JUST getting up now? HM:TM today  but before that... revision revision revision :/,negative
I make delicious pasta,positive
 NICE TO TWEET U,positive
Seriously. I dont like girls.,negative
lost some $ at work....nt happy right now    --SLOANSTER--,negative
Moved to TickTick when Wunderlist announced it would become Microsoft ToDo. I'm loving it so far. Better than Wunderlist. Specially the web app.,positive
Can't use it without email.,neutral
LOVE this calendar!! I don't know how I remembered anything I had to do before!! The notifications are SO helpful as you can dismiss or snooze for 5 minutes to days! Highly recommend!!,positive
Happy Mother`s Day - Happy Motherï¿½s Day  http://tumblr.com/xnx1qyn0j,positive
Oh why do I keep stumbling about deathfic WITHOUT WARNINGS. do not want,negative
 that sucks mama,negative
"Ah, lets start working! Livingroom here I come",neutral
got an ear infection...man that **** hurts!,negative
 haha Good job getting close. Her eyes are set somewhere else though,positive
 I don`t feel like having to reboot  If only OSX supported Hibernate & Reboot in Bootcamp... -.-,neutral
I don`t want to sit at home on prom night. Someone hang out with me,negative
 at once haha.  poor aby still gets sore!,negative
 no not yet...,neutral
" I can`t do that.  I take it at 11, or I work through it.  Those are my options here.",neutral
"Goooooodmoring , I don`t want to be up I am YAT   happy birthday again _aygee !",positive
"Superb. Păcat ca varianta Premium e prea scumpa, cu plata lunara sau anuala. Dacă avea un preț final și definitiv as fi cumpărat-o.",positive
has just got out the shower,neutral
" Hi Denis, when can we grab coffee?   would love to catch up with you.  Jordan",positive
_ife not to forget cinnamon!,neutral
It's a really good app if you're trying to focus on somethingband it's definitely helping me with my studies for final. The satisfaction after you see that the timers up is awesome and works great if you use the reward system for focusing.,positive
 And I`m listening.,neutral
AND I didn`t get the job,negative
 ommg gurll why aren`t u going how sad,negative
"We had some syncing issues with our shared lists that came in from Wunderlist, but once we had them syncing things have worked great!!!",positive
I think my phone has officially bit the dust.,negative
"Two word - Paid mess. Please dont waste data and get tricked by editors choice , just go for a better app.",negative
This day will pass slowly.  All of these days will.  RAWR!!!!  ...,negative
"Yeah, I made the python conversion script for the Provider`s extranet in 1 day (3 expected). A way to promote #python at #jcdecaux",neutral
"Wicked, my DVB-S tuner card has arrived. Although not sure I`ll be able to get it all set up ready for the FA Cup final tomorrow",negative
"The best app around for tracking habits. But the artificial limitation to 5 habits in the free version coupled with the eye-gouging price of the pro version lost it two stars. I paid, but I am NOT happy with the price.",neutral
"I find the app inflexible and buggy, with a counter intuitive UI. How to delete or rename tags was not obvious. Using the back button would often exit the app at unusual times. After adding a new tag the app wouldn't allow me to do anything until I exited and restarted. Plus, the premium features seem more like essential features, to me. Looking for an alternative app as we speak.",negative
 i guess you get loads of emails & people asking you stuff al the time but i seriously wonder if you ever read my comments  x,negative
Drew`s new songs make me cry.  I miss Thomas already!,negative
" i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style",neutral
" You might have too. One of them accused you guys to being 'One Sided' on the issue. They`re getting way, way out of hand.",negative
 laptop has been handed over to the master. I will be getting it back next weekend - fingers crossed! Will let you know,neutral
" this has been like the never ending story....all I seem to be doing is packing and now unpacking!!! Soon over, great here",neutral
hard to use. if we could make some changes just by sliding the clock or smthn that would be awesome,negative
"I am trying Forest out to curb my ""addiction"".. but yesterday I noticed I left the app and my tree didn't die. Kind of defeats the purpose, no? I think it's a really cute concept.. but that should be fixed. I even paid for the pro version...",negative
" oh dear, hope you are feeling better soon, get some nice hot chicken soup down you.",positive
being surrounded by student houses having barbecues and playing **** music is hardly conducive to a good job-applying frame of mind,positive
"I can't say enough good things about the app and the dev and support teams. Super stable, lots of great features, and the most responsive support team I've worked with personally or professionally. Invest in this app! You'll love it and you'll support a company that is doing app development right.",positive
doesn`t want to go to work....,negative
"Android keep blocking the app from sending notifications, I've re-downloaded it and put an exception for it in the battery settings to work without interruption but nothing happens ! FIX IT.",negative
Arghhhhhhhhh... i can`t keep up with these TwitterBones peeps,negative
Lunch sucked ran out of time  didn`t get anything done,negative
 the closest is a good two hours,neutral
"It's very good but I'm upset I can't open dictionary, calendar, gallery or even listen to. music on mobile. Please check this out. OK for social media but all no 😔",positive
"the next 2 weeks, exam wise, are AWFUL. there are 8 exams and I don`t see how I can adequately revise all of them  I care least about...",negative
" Hey, Wahts happening in #coffeclub..? I didnt have coffee for two days now  ",neutral
 ohh I know her from church .. she got me into mcfly,neutral
 Here`s getting cold.. And I got my coffee break 2 minutes ago. Enjoy your drink,positive
"_L Thanks,I think your the first girl to say that...besides my mom",positive
"_oliver whats for breaky then, russtle something up for my hangover please our jamie lmao",neutral
: first impression is that it`s considerably  slower to boot than 2008  #beta1,negative
" ain`t got any at the moment, sorry",negative
Has trouble syncing Google calendar. Not all events show up even after clicking sync now. Also tried hiding and un hiding calender but still doesn't sync.,neutral
planning how to move back home...the regression process is in motion,neutral
It is kind of lonely when nobody will answer their phone.,negative
Please allow more than five habits in free version,neutral
One thing most apps lack is the calendar. This app has the list and calendar integrated into one. You can actually see your entire day of what you have to do in ONE APP. Great job guys. My #1 planning app so far.,positive
 Aw thank you. I suppose it`s a good thing since it means more tweeting.,positive
 Sure. I`ll try n keep that up! =P You enjoy studying. Cya!,positive
" Yeah, the economy sucks SO BAD.  Yeah, I know what a cafeteria is. I`m unemployed at the moment and I hate it!",negative
 hey hey,neutral
"Having problems. The app is not syncing anymore with my Google calendar. I double-checked the settings gs and permissions and tried to force a sync, still no good. It is set to auto sync every 3 hours.",negative
 got it. Welchs grape too please,neutral
 I want to know when the auditions are Mander! Text or...reply please!,neutral
I forgot to charge my cell last night and now it`s dead,negative
It says you are downloading the pro version which is a complete lie.,negative
super duber high! this klondike bar is thee business.,positive
impressive,neutral
"* Adds new tasks to bottom, not top! * This app adds new tasks to the bottom of the To Do list, not to the top. This is different than every other ""to do"" list I have used, including Wunderlist, on which this app is to be based. Please fix this ridiculous problem! At least give me a setting to add new items to the top or the bottom of the list.",negative
"Need to dye my hair, can see a slight hint of ginger",neutral
"Seems to have glitched out on me. When I put in my username and display name, it gave me an error saying ""Path Profile.Name Required."" Then none of the Avatar customization options appeared. I wasn't even able to start the third page when the app crashed. Reopening the app took me to the Dailies tutorial and now I'm sure I'm missing something. I have a Samsung Galaxy Note 10.",negative
"@ 102.7 KIIS-FM hey, I can`t seems to get ryan`s show online, what`s not right then?",neutral
Working up to my vacation to Thailand. Getting more excited every day,positive
mmmmmm mcdonalds coffee is soooooo good.....maybe going to hookah tonight with the abbster,positive
 Thanks too,positive
o ok..im jealous..i wish I was in bed,neutral
listening to the online radio; oldies,neutral
I haven't been using this very long and it's not as user friendly as the Calender that came on my last phone.  I wish instead of dots you can just see what you have entered for that day immediately without tapping on that day.  Otherwise it is easy to use and functional.,neutral
Going to bed  how`s ever reading this,neutral
"Sad that our neighbors just cut down ALL the trees around their house! It looked so pretty before, and they seemed healthy.  Tragic.",negative
 i see you hannah klein!. lookin good today,positive
Are there any guides out there?,neutral
Paid experience is better than free. But it will do since there are no ads. UI and design can be made note clutter free.,positive
 welcome to twitter my friend,positive
 LOL we`re such twitter addicts,positive
Cant view a month in one screen. One week is the maximum that it will show. Uninstalled.,neutral
 that`ll do it too,neutral
 A friend uses Logic and I must admit I did like it...but I don`t have a Mac,neutral
_ was yeah... work in 7 hrs  how you,neutral
"i need to see ...now! someone buy me a plane ticket, please?",neutral
ok thats it.... sleep time,neutral
"Great planning app, reliable and easy to use.",positive
_liden Thanks for the follow Tove!,positive
Another Day gone by....  Have to wake up early again tomorrow,neutral
What to do what to do!!!! need to do my show reel nxt week...then start applying for editing jobs  Rock climbing tomos I hope,positive
Has been rejected,negative
Ah this is getting to me,neutral
Um... happy star wars day btw. Cheers to all you scruffy looking nerfherders and hot ami`s out there.,positive
ok... twitter I almost pass out because of you!! ****    :`(,negative
Trying to set a reoccurring daily task is so convoluted that it requires reading a lengthy help article 😡😡😡? I've switched to Google Tasks which is way more intuitive.,negative
I have been a big fan of Todoist for years. I tried this last week and the themes are awful .,negative
"Make some more widgets, rest all app is nice and user-friendly",positive
 havin fun? x btw isnt it bowling? ****,positive
everyone vote for  for the mtv movie awards coz my comp is mashed up and wont let me vote!  i will somehow!!!!!!,negative
New to the app so still learning,neutral
Wants To Dress Up,neutral
 You`re the only person to have joined in  #penilewords,neutral
  250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD! :s,neutral
my body is aching. I can barely move...but its worth it to be champs,negative
"Jon & Kate + 8 kids attracted a huge TV audience, tabloid headlines, and now a state labor investigation   http://tinyurl.com/l7zt72",neutral
"Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses). Hols almost over,  don`t wanna go back 2 skool.",negative
as we were disembarking @ Tswassen we saw a pod of killer whales ^^ i`d just finished pointing out that i`d never seen bc killer whales.,neutral
I`m hungry. And single.  heading to the golfing range soon.,negative
"Disappointing and unreliable. It's sad to see this app struggles to be as great as its predecessor: Wunderlist. If you set a daily reminder and one day forget to mark it as complete, the app will not remind you again about it. If the due date and reminder date are different you will not be reminded about the task. I don't care if I'm receiving a notification about a thing I had to do 3 weeks ago I just wanna be reminded. No one is this strict with dates. I hope this helps improve the app.",neutral
 funny you should say...am filling it out as we speak ;) cheers!,positive
changed my h/p number go online msn messenger to see,neutral
Have a headache  I`m going to bed. Goodnight!,negative
It's a pity that your tasks become overdue not according to your system time...,neutral
 Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,neutral
is a lil sad bc I wont be able toeat a hot dog and Big Kahuna cookie sandwich at the Ranger game tonight!,negative
Going to see my grandad today  <3,neutral
 If it doesn`t work out drop me a line. I would love to talk with you more about this,positive
_leigh u know wut devy dev it sure does suck havin no ID!! My weekends r gone miserable for 3 weeks so drink 4 me plz!!,negative
" Aww, why not?",neutral
 that is really brilliant!,positive
"Wonderful app, unique and very useful, great design and functionality.",positive
The free app works well but pops up with annoying notifications every now and then to remind you to set more reminders... Kind of pointless. I'm also not a fan of the subscription model for premium. The layout and app itself is good though so it's a shame about those negatives. I would have considered buying if there was a one-time payment model.,neutral
  i'm awake whats for breakfast lulu **** on a shingle ha ha ha,neutral
Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe,positive
"There was no way to set tasks to repeat (every day, every Monday, etc.).",neutral
having to use IE =/ firefox is playing up and i don`t know why  will try and fix it tomorrow.,neutral
"I`m really getting sick ugh **** nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara & Sami left",negative
is soo bored its lovley day outside but nuttin to do,neutral
"Should have gone to bed ages ago, **** you tedtalks!  Gotta get up early too",negative
Love it except I can't change the positive memes at the bottom anymore.,positive
 Grrrrrrrr................,neutral
 muhahaha you`ve joined the tweet cult... lol heya  btw twitterific is a good iphone app i use,positive
Ugh RUDE!..,negative
bout to go to work,neutral
had a great night,positive
 weekend is going great  Yours?,positive
"http://twitpic.com/4iw0x      Thx all - it`s a 3k capacity, bought second hand",neutral
"This app is awesome! Trust me, it will keep you on track!",positive
" omg what a shame about Hollie,just watched that clip u posted",negative
Phew long day and i havent gotten to work yet,negative
Off work in half an hour. Getting an MRI after that. Yay me,positive
I don't know if a Google update has rendered this app useless for reminders but I no longer get reminders for important events. I now have to go into the calendar app itself to view what is coming up. I'm sick of apologising to people for missed appointments. I use a Note 4.,neutral
Finished Death Du Jour. School`s out.  Nerd.,neutral
Drink #7 or 8 for me (at the club). Been drinking for the past 6 hours.  http://twitpic.com/4wn9q,neutral
 you must love sydney more  dont leave us sydney kids  ****,positive
"I loved this app, but after the new update I am unable to use the widget. Uninstalled.",negative
 laze about ! It`s. The bank holiday law,neutral
Sadly subpar... Even in 2020 missing most of the basic features that other small developer apps have... Pity for a Microsoft app,negative
 hush...stop teasing,negative
" thanks lovely, will let you know when its up and ready! The baby havs are gorgeous, I want something to put in them  x",positive
can`t sleep throat dry as hell.. ugh ! still gon` wake up fabulous !,neutral
I dont think my twitpic is working,negative
 Yeah! Thanks! I`ll be back in soon to see what ya got!,positive
It's not free.,negative
"Purchased, but a disappointment. After phone boot, the widget is all black until it completely loads; and is annoying! Ideally, the developer should cache calendar entires to prevent such issues, and refresh once the app is fully up and functional. The issue is prominent with Nova Launcher on Oreo 8.1 on TugaPower ROM for the OnePlus One.",negative
"4th time in 1 month that i`m spending time , for a broken airco this time.... sigh, great with this weekends weather",positive
notification sound does not reflect the do not disturb option,neutral
is soooo over school...maybe sick..all week *evil laugh*,negative
 Lol. She`s offering me a case of guiness!  can you one up her? If you buy me two I`ll stay. Let`s start the bidding wars,neutral
"to  and , thanks for following me.",positive
_Allison Catch you later Terry....,neutral
"Uh oh, I am sunburned",negative
"christian lacroix, and one of our on-off clients, gone bust.  http://tinyurl.com/kv653j",negative
" I was saying the same thing yesterday! So I droped 120 tweets! No the smarted thing bussiness wise, but can find real people!",neutral
omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho,neutral
"Potrebbe essere interessante ma molto lontano da Wunderlist. E' molto tempo che è partito il progetto e non capisco come non si sia riusciti a catturare le cose positive di Wunderlist ed inserirle in questa nuova app. Delete è troppo definitivo, creare un trash per recuperare le note e magari con cancellazione a tempo. Ho scaricato anche la versione desktop ed ha dei problemi che vado a segnalare. Al momento la tengo in stand-by in attesa di verificare le future release.",neutral
Goodbye **** in the city  let me hurry and give mi cuz that paper work  !!! Have 2 have summer in BK !!!,neutral
has sent Ben off to do the weekly shop  woo! xxxxx,neutral
going drinking tonight... drinking away the blues......,neutral
"OMG i meant  <3 you`re the perfect Wolverine,sir  hehe",positive
up way too early for a sunday.. watching old episodes of grey`s,neutral
"So yeah, things aren`t going so well for me. I`m getting to feel like I haven`t felt in a long, long time.",negative
"Ive been up since 530,i hate wen i cant sleep. Garys takn a nap and i mite do the same",neutral
at work. these five year olds are gonna keep me young.,positive
This app is good and it's useful. Yes it's true that it has a few bugs here and there but the app itself is good and I like it. I wish it had an offline mode because I can't stay on all the time but I can see why we need to be online at all times.,positive
 Oh I see who u mean now-tht heltershelter person lol. yer looks scary,negative
 REALLY?  COOL!,positive
Chocolate milk is so much better through a straw. I lack said straw,positive
 can you please have a short stakc competition,neutral
" hah yeah, its that bad, not gonna lie. :o Have fun",negative
 Major Fail. Since you asked,negative
" I`m good, thanks.  Hope you`re enjoying the weekend!",positive
"I really love this app. I find myself wanting to make tasks for myself about it. It has an incredibly clean UI and feels great to use. The only issue I have with it is the pricing model for the pro version. For 5 or 6- admittedly useful- features, there's a monthly subscription. Which personally I find to be ludicrous. I'd willingly pay a one time charge, but a monthly payment is just silly for this app.",positive
It was great.Cool app.The best for habit tracking.,positive
3 hours of sleep and a mild hangover = carelessness and the loss of a brand new ipod pouch,negative
 Happy frickin` birthday!  Try not to be too bitter about sharing your day with your lovely wife and all other mothers out there.,positive
Hard to set up,negative
Hi ho  hi ho it`s off to work we go,neutral
" It was a lot of stress, though, so with that and supporting two big families he never quit smoking and died of lung cancer at 51.",negative
 ahhh...Lily`s new kitten just took a giant wet stinky **** on me,negative
" july 8th flight gets in, my mate here is on about goin hm early so am all",neutral
"I slept entirely too long on my nap, but not long enough at the same time.",neutral
 thanks for having me! i had a great time too,positive
I tired today I think I am gonna take a nap before our friends come over tonight....I miss him and wish he was off restriction already...,negative
It's really confusing! Its hadd to make routines and stuff. Just over all really confusing. But over great way to track routines. I love the tag idea. Mabey you should add a default school tag?,neutral
" As much as we would love that, it is hard to make ends meet up here ... with the job situations and all...",neutral
 thank u!!! u kno ppl already look @ my chest ne ways might as well give them somethng to throw them off! LOL!,positive
 will do hun. Yes yes.,neutral
Looking forward to a short work week followed by a mini-vacation in Clemson,positive
" I know! I can barely believe it`s almost over! Thanks for the review, lovely!",positive
 It`s easy.....just turn your keyboard upside down,positive
" LOL it`s not the army it`s starfleet, rules are meant to be broken to get the job done. That`s why he gets the medal",negative
is going to a wedding in the afternoon,neutral
"Thank you, Afrin Nasal Spray! Also, I got a giant teacup tonight!",positive
Made it home..Night my twitties,neutral
"Best app ever, addictive to complete task and see progression!!!",positive
I`m going to town on these two dinner rolls and some dark chocolate  yummmm,positive
good design. hope the plant real trees is a true story!,positive
 a mouth for sure,positive
Roscoe - Smooth Sailin` WHY DID NO ONE TELL ME ABOUT THIS SONG?????? RAP FRIENDS U HAVE FAILED ME,negative
Wishing all MOMs a very Happy Mother`s Day!!,positive
back to my interesting emails...,positive
"_cm  Didn`t drink enough for a hangover, just tired and over worked",negative
   G`night!,neutral
 grrrrri want you to come  kiss justice for me !!!,positive
 Good! I hope that it was a wonderful experience!,positive
seriously getting hurt.... 4 days before nationals.. what a joke,negative
wondering what misery looks like? look at the faces of all the cubs fans at miller park tonite. sorry chicago friends. tonights our night,neutral
"  it did, i didnt really watch it haha",neutral
 how come? i want pizza,neutral
The calendar reminders can be very shotty but the overall app is very useful,positive
: unfortunately not.  I have to take it to a repair shop or replace it.,negative
 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,positive
"Prefering this over Google Calendar. There is still an annoying bug where I cant edit/delete events added to the calendar externally (through a gym app, for example). Pressing ""edit"" then it just goes back to the calendar view instead of to editing",positive
"I have been using this app for years, but I am thinking of trying a different app. The issue that I have, is that doing seemingly simple tasks is overly complicated. For example I just want to make a personal and a work task list that is local to my phone. Doing so has proven very complex and often I will create a task only to realize it has defaulted to my gmail account rather than the local list I intended. As a user it's frustrating, the reason I use this app is to streamline organization.",neutral
" there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM",neutral
"  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",positive
About to embark on a large tour of bars for a project.  Hopefully I won`t die from alcohol poisoning,positive
"  Laws change in the 70s or 80s.   I could really push it bcause gran from Bathgate, but she was US citizen b4 dad born.",neutral
school for a bit. glad jake got the day off,positive
horrible this stupid thing will not let me log in,negative
 DANG i want to be on the beach late at night. that`s the best. the sound of waves and the breeze!!hope you are well!,positive
"One issue is that it doesn't adapt to the device fonts.... I mean the iPhone font u use looks good on iPhones, but not with other phones... Pls fix this asap",neutral
Ahhhh!!!!!! Almost off!!! Can`t wait!! But..I got work again rite after this!   HAT CLUB Come && gimme some Company! Oh && a Cookie! ;-),neutral
"Really like this app, keeps crashing... Fix that, 5*",neutral
 baby I`m in maryland I`m NOT gonna make it  BUT I will see ur sexy **** next sat in camden VIP....come early n hang!!!!!,positive
i have the bigggest headache,negative
I Want To Go See Up. But I Don`t Want To Go With My Mom And Brother.,negative
feeling so great!,positive
 Great job!,positive
" you don`t even care about there, their, and they`re.",neutral
either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,negative
Good but expensive,neutral
  ya i can never watch any of them :l,neutral
I`ve burnt my collerbone and arms and face! aww!,positive
i just dyed my hair,neutral
I`ve gotten a cold every time I`ve flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.,neutral
" hi there, nice to meet you",positive
